Proposal Number,Project number,Account Name,Opportunity Name,Confidence,Stage,Probability (%),Close Date,Carnet Assignment,Date of Carnet Assignment,Durée du Projet (Nb. de semaines),Nb. Hrs. Atelier (Sans Contingence),Nb. Hrs. Élec. (Sans Contingence,Nb. Hrs. Gestion,Nb. Hrs. Logiciel (Sans Contingence),Nb. Hrs. Mec. (Sans Contingence),Nb. Hrs. Procédé (Sans Contingence),Nb. Hrs. RC (Sans Contingence),Nb. Hrs. Robot (Sans Contingence),Main Process Type,Secondary Process Type,Third Process Type,SharePoint,Type de Système(s) Proposé(s)
4991,4710DC03,GEA Bromont,Amendement - UltraPolish cell,100% Closed Won,Closed Won,100,22/03/2017,,,,,,,,,,,,Polishing Non-Attribué,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04991&v=search"" target=""_blank"">SharePoint Reference</a>",
4990,4710DC02,GEA Bromont,Amendement - UltraPolish cell,100% Closed Won,Closed Won,100,22/03/2017,,,,,,,,,,,,Polishing Non-Attribué,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04990&v=search"" target=""_blank"">SharePoint Reference</a>",
5006,L678-DC9,GEA CAR,Amendement - Tip Blending (ATI Singapore),100% Closed Won,Closed Won,100,5/4/2017,,,,,,,,,,,,Weld & A.M. Blending,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05006&v=search"" target=""_blank"">SharePoint Reference</a>",
5032,4314DC05,Héroux-Devtek (Strongsville),Amendement - Cellule de peinture de train d;atterissage,100% Closed Won,Closed Won,100,27/04/2017,,,,,,,,,,,,Painting - LEGACY,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05032&v=search"" target=""_blank"">SharePoint Reference</a>",
5033,4314DC08,Héroux-Devtek (Strongsville),Amendement - Cellule de peinture de train d;atterissage,100% Closed Won,Closed Won,100,27/04/2017,,,,,,,,,,,,Painting - LEGACY,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05033&v=search"" target=""_blank"">SharePoint Reference</a>",
5055,F-04346,Reliable Automatic Sprinkler Co.,Amendement - DC-03 & DC-04 - Kebab Assembly Machine (Repeat),100% Closed Won,Closed Won,100,23/05/2017,,,,,,,,,,,,Assembly,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05055&v=search"" target=""_blank"">SharePoint Reference</a>",
5211,L668DC05,GEE Greenville  (NM),System Dual Airfoil Nozzle Polishing,100% Closed Won,Closed Won,100,20/09/2017,,,,,,,,,,,,Polishing Non-Attribué,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05211&v=search"" target=""_blank"">SharePoint Reference</a>",
5218,4876DC05,GEE Greenville (MRO),Amendement - One (1) Nozzle Polishing System MRO (L645),100% Closed Won,Closed Won,100,21/09/2017,,,,,,,,,,,,Polishing Non-Attribué,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05218&v=search"" target=""_blank"">SharePoint Reference</a>",
5217,4876DC01,GEE Greenville (MRO),Amendement - One (1) Nozzle Polishing System MRO (L645),100% Closed Won,Closed Won,100,21/09/2017,,,,,,,,,,,,Cosmetic Polishing,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05217&v=search"" target=""_blank"">SharePoint Reference</a>",
5223,DC-03,GEE Greenville  (NM),Amendement - Life-Sight Sensor Industrial Print System R2,100% Closed Won,Closed Won,100,28/09/2017,,,,,,,,,,,,Dispensing,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05223&v=search"" target=""_blank"">SharePoint Reference</a>",
5245,R1799DC1,Rolls-Royce Derby,Amendement - Samulet 3 Cell - AMRC,100% Closed Won,Closed Won,100,17/10/2017,100% Approbation du C.E.,17/10/2017,,,,,,,,,,AVI - Blade,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05245&v=search"" target=""_blank"">SharePoint Reference</a>",
5262,4430 DC2,Pratt & Whitney Canada Halifax,Amendement - One (1) New ?+1 Grinder? ELB Automation System R5,100% Closed Won,Closed Won,100,27/10/2017,90% Verbal Agreement ou R.O.I. validé par DODE,17/07/2017,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05262&v=search"" target=""_blank"">SharePoint Reference</a>",
5302,4710DC04,GEA Bromont,Amendement - UltraPolish cell,100% Closed Won,Closed Won,100,20/11/2017,,,,,,,,,,,,Ultra-Polishing,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05302&v=search"" target=""_blank"">SharePoint Reference</a>",
5310,4876DC06,GEE Greenville (MRO),Amendement - One (1) Nozzle Polishing System MRO (L645),100% Closed Won,Closed Won,100,4/12/2017,,,,,,,,,,,,Cosmetic Polishing,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05310&v=search"" target=""_blank"">SharePoint Reference</a>",
5419,DC-02,GKN Aerospace (Orangeburg),Amendement - Dismantling and Installation Prototype Cell at Orangeburg,100% Closed Won,Closed Won,100,15/12/2017,,,,,,,,,,,,Cosmetic Polishing,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05419&v=search"" target=""_blank"">SharePoint Reference</a>",
5418,DC-03,Propulsion Technologies International,Amendement - One (1) Robotic Fan Blade LE Repair System R9,100% Closed Won,Closed Won,100,21/02/2018,,,,,,,,,,,,RE-Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05418&v=search"" target=""_blank"">SharePoint Reference</a>",Non Applicable
5448,DC-01,CHROMALLOY (Palm Beach),DC01 - One (1) Compressor Blade Profiling System R4,100% Closed Won,Closed Won,100,5/4/2018,,,,,,,,,,,,Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05448&v=search"" target=""_blank"">SharePoint Reference</a>",
5559,DC-02,TECT Power (Utica),Amendement - Two (2) Robotic Fan Blade Leading Edge Polishing Systems R3,100% Closed Won,Closed Won,100,27/06/2018,90% Verbal Agreement ou R.O.I. validé par DODE,9/4/2018,,,,,,,,,,Cosmetic Polishing,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05559&v=search"" target=""_blank"">SharePoint Reference</a>",
5652,DC-10,GKN Aerospace (Orangeburg),Amendement - Dismantling and Installation Prototype Cell at Orangeburg,100% Closed Won,Closed Won,100,19/09/2018,,,,,,,,,,,,Cosmetic Polishing,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05652&v=search"" target=""_blank"">SharePoint Reference</a>",
5655,DC-07,Propulsion Technologies International,Amendement - One (1) Robotic Fan Blade LE Repair System R9,100% Closed Won,Closed Won,100,27/09/2018,,,,,,,,,,,,RE-Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05655&v=search"" target=""_blank"">SharePoint Reference</a>",
5735,DC-02,GEA Bromont,Amendement - Four (4) Booster Blade CNC Loading cells,100% Closed Won,Closed Won,100,21/11/2018,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05735&v=search"" target=""_blank"">SharePoint Reference</a>",
5804,4743DC02,Rolls-Royce Derby,4743 DC02,100% Closed Won,Closed Won,100,18/01/2019,,,,,,,,,,,,Thin Trailing Edge Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05804&v=search"" target=""_blank"">SharePoint Reference</a>",Non Applicable
5805,4743DC01,Rolls-Royce Derby,4743 DC01,100% Closed Won,Closed Won,100,18/01/2019,,,,,,,,,,,,Thin Trailing Edge Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05805&v=search"" target=""_blank"">SharePoint Reference</a>",Non Applicable
5856,,Propulsion Technologies International,5603 DC01,100% Closed Won,Closed Won,100,20/02/2019,,,,,,,,,,,,RE-Profiling,Cosmetic Polishing,Profiling,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05856&v=search"" target=""_blank"">SharePoint Reference</a>",
5910,DC-02,GKN Aerospace (El Cajon),Amendement - Three (3) Fan Blade robotic profiling & LE erosion removal systems,100% Closed Won,Closed Won,100,5/4/2019,,,,,,,,,,,,RE-Profiling,Profiling,Cosmetic Polishing,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05910&v=search"" target=""_blank"">SharePoint Reference</a>",Non Applicable
5927,5629DC01,GKN Aerospace (Malaysia),Amendement - DC-01 Two (2) Fan Blade robotic profiling & LE erosion removal systems,100% Closed Won,Closed Won,100,18/04/2019,,,,,,,,,,,,RE-Profiling,Profiling,Cosmetic Polishing,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05927&v=search"" target=""_blank"">SharePoint Reference</a>",Système Custom
5956,,Propulsion Technologies International,DC-02 One (1) Robotic Fan Blade LE Repairing System R4,100% Closed Won,Closed Won,100,22/05/2019,,,,,,,,,,,,RE-Profiling,Cosmetic Polishing,Profiling,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05956&v=search"" target=""_blank"">SharePoint Reference</a>",Non Applicable
5994,1980DC1,CHROMALLOY (Thailand),Weld blending and profiling study,100% Closed Won,Closed Won,100,19/06/2019,,,,,,,,,,,,RE-Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05994&v=search"" target=""_blank"">SharePoint Reference</a>",Étude
5991,,Canimex,Entente Robot,100% Closed Won,Closed Won,100,27/06/2019,,,,,,,,,,,,Die Cast - LEGACY,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05991&v=search"" target=""_blank"">SharePoint Reference</a>",Non Applicable
,R-1897,Rolls-Royce Derby,Samulet 2 additional scope 2015,,Closed Won,100,20/02/2015,,,,,,,,,,,,AVI - Blade,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=R-1897&v=search"" target=""_blank"">SharePoint Reference</a>",
,R-1894,Rolls-Royce Derby,Disk 4 Repair procedure integration stage 3,,Closed Won,100,23/02/2015,,,,,,,,,,,,AVI - Disk/IBR,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=R-1894&v=search"" target=""_blank"">SharePoint Reference</a>",
,R-1886,Rolls-Royce Derby,Amendement L-669,,Closed Won,100,23/02/2015,,,,,,,,,,,,AVI - Disk/IBR,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=R-1886&v=search"" target=""_blank"">SharePoint Reference</a>",
,L688-DC1,BTL (Blades Technology Ltd),Classf amendment,90%  Verbal or written agreement,Closed Won,100,14/05/2015,,,,,,,,,,,,Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=L688-DC1&v=search"" target=""_blank"">SharePoint Reference</a>",
,3573,Pratt & Whitney Canada Longueuil,.,,Closed Won,100,11/6/2015,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=3573&v=search"" target=""_blank"">SharePoint Reference</a>",
,R-1693,BTL (Blades Technology Ltd),Retrofit Double Head,30% Preliminary analysis,Closed Won,100,16/06/2015,,,,,,,,,,,,Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=R-1693&v=search"" target=""_blank"">SharePoint Reference</a>",
,R-1979,Rolls-Royce Derby,Samulet 2 Specularity,90%  Verbal or written agreement,Closed Won,100,3/8/2015,90% Verbal Agreement ou R.O.I. validé par DODE,17/07/2015,,,,,,,,,,AVI - Blade,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=R-1979&v=search"" target=""_blank"">SharePoint Reference</a>",
,R-1987,Delta TechOps,Delta Onsite Services,100% Closed Won,Closed Won,100,10/8/2015,,,,,,,,,,,,Weld & A.M. Blending,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=R-1987&v=search"" target=""_blank"">SharePoint Reference</a>",
,DC-07,Detour Gold,Spare parts,,Closed Won,100,14/08/2015,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=DC-07&v=search"" target=""_blank"">SharePoint Reference</a>",
,C-127,GEE - Singapore,Spare parts 740012523,,Closed Won,100,21/08/2015,,,,,,,,,,,,Polishing Non-Attribué,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=C-127&v=search"" target=""_blank"">SharePoint Reference</a>",
,4232-DC1,RDC Control,Cellule robotisée pour alimenter deux machines CNC,,Closed Won,100,3/9/2015,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=4232-DC1&v=search"" target=""_blank"">SharePoint Reference</a>",
,C-164,Bluemed,#3400,,Closed Won,100,8/9/2015,,,,,,,,,,,,Custom Automation,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=C-164&v=search"" target=""_blank"">SharePoint Reference</a>",
,List2015,Delta TechOps,Spare parts Delta,,Closed Won,100,16/09/2015,,,,,,,,,,,,Weld & A.M. Blending,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=List2015&v=search"" target=""_blank"">SharePoint Reference</a>",
,C-99 DC2,GEA Bromont,Services - Impartition,,Closed Won,100,23/09/2015,,,,,,,,,,,,Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=C-99 DC2&v=search"" target=""_blank"">SharePoint Reference</a>",
,R-2013,GEA Bromont,Services - Impartition,,Closed Won,100,24/09/2015,,,,,,,,,,,,Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=R-2013&v=search"" target=""_blank"">SharePoint Reference</a>",
4437,,Rolls-Royce Derby,Disk Additional 3D Development,90%  Verbal or written agreement,Closed Won,100,25/11/2015,90% Verbal Agreement ou R.O.I. validé par DODE,29/10/2015,,,,,,,,,,AVI - Disk/IBR,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04437&v=search"" target=""_blank"">SharePoint Reference</a>",
,R-1800,Rolls-Royce Derby,Disk 4 Additional Scope,90%  Verbal or written agreement,Closed Won,100,9/3/2016,90% Verbal Agreement ou R.O.I. validé par DODE,17/07/2015,,,,,,,,,,AVI - Disk/IBR,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=R-1800&v=search"" target=""_blank"">SharePoint Reference</a>",
4670,,Rolls-Royce Derby,Turbines Thin Trailing Edge Feasability Study,90%  Verbal or written agreement,Closed Won,100,17/06/2016,90% Verbal Agreement ou R.O.I. validé par DODE,6/6/2016,,,,,,,,,,Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04670&v=search"" target=""_blank"">SharePoint Reference</a>",
4673,,BTL (Blades Technology Ltd),Base section profiling,90%  Verbal or written agreement,Closed Won,100,4/7/2016,90% Verbal Agreement ou R.O.I. validé par DODE,18/07/2016,,,,,,,,,,Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04673&v=search"" target=""_blank"">SharePoint Reference</a>",Étude
4527,,BTL (Blades Technology Ltd),Feasibility Study ? Airfoil polishing,90%  Verbal or written agreement,Closed Won,100,4/7/2016,75% Negotiate/Review ou Projet soumis au calcul de R.O.I.,12/8/2016,,,,,,,,,,Polishing Non-Attribué,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04527&v=search"" target=""_blank"">SharePoint Reference</a>",
,R-1799,AMRC - Advanced Manufacturing Research Center,Samulet 3 Cell - AMRC,100% Closed Won,Closed Won,100,24/08/2016,90% Verbal Agreement ou R.O.I. validé par DODE,16/09/2016,,,,,,,,,,AVI - Blade,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=R-1799&v=search"" target=""_blank"">SharePoint Reference</a>",Système d;inspection Robotisé
4585,,BTL (Blades Technology Ltd),F Class+ profiling development,100% Closed Won,Closed Won,100,8/9/2016,90% Verbal Agreement ou R.O.I. validé par DODE,24/10/2016,,,,,,,,,,Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04585&v=search"" target=""_blank"">SharePoint Reference</a>",Étude
4765,,Rolls-Royce Derby,Test bench lease,75% Choosen,Closed Won,100,16/09/2016,,,,,,,,,,,,AVI - Blade,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04765&v=search"" target=""_blank"">SharePoint Reference</a>",
4864,R-1798,Rolls-Royce Derby,Samulet 3 Study P.O. #1,100% Closed Won,Closed Won,100,9/11/2016,,,,,112,446,1564,242,1753,0,45,AVI - Blade,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04864&v=search"" target=""_blank"">SharePoint Reference</a>",Étude
4511,,BTL (Blades Technology Ltd),Two (2) Profiling Cells,100% Closed Won,Closed Won,100,12/12/2016,90% Verbal Agreement ou R.O.I. validé par DODE,6/2/2017,25,,292,220,179,627,205,0,164,Profiling,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04511&v=search"" target=""_blank"">SharePoint Reference</a>",BF-X 200-i (Système de Profilage Simple)
,R-1798,Rolls-Royce Derby,Étude - Samulet 3 Study P.O. #2,100% Closed Won,Closed Won,100,9/2/2017,90% Verbal Agreement ou R.O.I. validé par DODE,20/02/2017,,,,,,,,,,AVI - Blade,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=R-1798&v=search"" target=""_blank"">SharePoint Reference</a>",Étude
4894,,Rolls-Royce Derby,Amendement - Samulet 3 ? Additional scope for contrast evaluation,100% Closed Won,Closed Won,100,9/3/2017,90% Verbal Agreement ou R.O.I. validé par DODE,10/4/2017,,,0,40,330,0,0,0,0,AVI - Blade,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04894&v=search"" target=""_blank"">SharePoint Reference</a>",
4879,R-1798,Rolls-Royce Derby,Étude - Samulet 3 Study P.O. #3 (2017),100% Closed Won,Closed Won,100,12/6/2017,90% Verbal Agreement ou R.O.I. validé par DODE,3/7/2017,,,36,735,3752,101,2153,0,13,AVI - Blade,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04879&v=search"" target=""_blank"">SharePoint Reference</a>",Étude
5189,,Rolls-Royce Derby,Inspection and Dressing in confined areas feasibility study,100% Closed Won,Closed Won,100,30/09/2017,75% Negotiate/Review ou Projet soumis au calcul de R.O.I.,16/10/2017,6,,,41,,,338,,,AVI - Disk/IBR,Cosmetic Polishing,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05189&v=search"" target=""_blank"">SharePoint Reference</a>",Étude
4819,,Rolls-Royce Derby,Transfert du banc de tests vers RR Mtl. R3,100% Closed Won,Closed Won,100,12/10/2017,90% Verbal Agreement ou R.O.I. validé par DODE,11/9/2017,20,,105,159,0,181,40,0,316,AVI - Disk/IBR,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04819&v=search"" target=""_blank"">SharePoint Reference</a>",Système Custom
5172,R-1798,Rolls-Royce Derby,Étude - Samulet 3 Study P.O. #4 (2018 Q1),100% Closed Won,Closed Won,100,15/12/2017,90% Verbal Agreement ou R.O.I. validé par DODE,2/1/2018,,0,0,639,1434,466,3423,0,0,AVI - Blade,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05172&v=search"" target=""_blank"">SharePoint Reference</a>",Étude
4587,,Rolls-Royce Montreal,Automated Visual Inspection sentencing & dressing,100% Closed Won,Closed Won,100,30/03/2018,90% Verbal Agreement ou R.O.I. validé par DODE,16/02/2018,,,1060,3684,963,2171,25932,,1024,AVI - Disk/IBR,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=04587&v=search"" target=""_blank"">SharePoint Reference</a>",Étude
5330,,Rolls-Royce Derby,Étude - Samulet 3 Study P.O. #4 (2018 Q2),100% Closed Won,Closed Won,100,17/04/2018,90% Verbal Agreement ou R.O.I. validé par DODE,2/1/2018,,0,0,,,,,0,0,AVI - Blade,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05330&v=search"" target=""_blank"">SharePoint Reference</a>",Étude
5399,,Rolls-Royce Derby,Étude - Samulet 3 Study P.O. #4 (2018 Q3),100% Closed Won,Closed Won,100,25/05/2018,90% Verbal Agreement ou R.O.I. validé par DODE,2/1/2018,,0,0,,,,,0,0,AVI - Blade,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05399&v=search"" target=""_blank"">SharePoint Reference</a>",Étude
5462,,AV&R (Démos Client),Tests PCC inspection,100% Closed Won,Closed Won,100,12/6/2018,90% Verbal Agreement ou R.O.I. validé par DODE,21/05/2018,2,2,0,11,0,33,50,0,0,AVI - Blade,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05462&v=search"" target=""_blank"">SharePoint Reference</a>",
5636,,AV&R (Démos Client),Demo Client PW US,90%  Verbal or written agreement,Closed Won,100,20/09/2018,,,,,,,,,,,,AVI - Blade,,,"<a href=""https://avrglobal.sharepoint.com/_layouts/15/sharepoint.aspx?q=05636&v=search"" target=""_blank"">SharePoint Reference</a>",
